concept_id,concept_name,cluster
36674471,"AHDC1-related intellectual disability, obstructive sleep apnea, mild dysmorphism syndrome",Intellectual Disability
36715350,Alopecia and intellectual disability with hypergonadotropic hypogonadism syndrome,Intellectual Disability
36717431,"Alopecia, contracture, dwarfism, intellectual disability syndrome",Intellectual Disability
37312387,"Alopecia, epilepsy, intellectual disability syndrome Moynahan type",Intellectual Disability
36674944,"Alopecia, progressive neurological defect, endocrinopathy syndrome",Intellectual Disability
42539413,Alpha-thalassemia intellectual disability syndrome linked to chromosome 16,Intellectual Disability
36715351,"Alport syndrome, intellectual disability, midface hypoplasia, elliptocytosis syndrome",Intellectual Disability
4296631,Angelman syndrome,Intellectual Disability
36715012,Aniridia and intellectual disability syndrome,Intellectual Disability
37116412,"Aniridia, renal agenesis, psychomotor retardation syndrome",Intellectual Disability
37206828,"ANK3-related intellectual disability, sleep disturbance syndrome",Intellectual Disability
35622247,"Aortic arch anomaly, facial dysmorphism, intellectual disability syndrome",Intellectual Disability
36676639,"Aphonia, deafness, retinal dystrophy, bifid halluces, intellectual disability syndrome",Intellectual Disability
36715037,Arachnodactyly and intellectual disability with facial dysmorphism syndrome,Intellectual Disability
36715036,Arachnodactyly with abnormal ossification and intellectual disability syndrome,Intellectual Disability
45765490,Arts syndrome,Intellectual Disability
36715050,Ataxia with deafness and intellectual disability syndrome,Intellectual Disability
36674412,"Ataxia, photosensitivity, short stature syndrome",Intellectual Disability
36713653,Atkin Flaitz syndrome,Intellectual Disability
36674517,Atypical hypotonia cystinuria syndrome,Intellectual Disability
36676588,"Autosomal recessive cerebellar ataxia, epilepsy, intellectual disability syndrome due to TUD deficiency",Intellectual Disability
36674914,"Autosomal recessive cerebellar ataxia, epilepsy, intellectual disability syndrome due to WWOX deficiency",Intellectual Disability
36674688,Autosomal recessive chorioretinopathy and microcephaly syndrome,Intellectual Disability
36674915,"Autosomal recessive intellectual disability, motor dysfunction, multiple joint contracture syndrome",Intellectual Disability
36675148,"Autosomal recessive leukoencephalopathy, ischemic stroke, retinitis pigmentosa syndrome",Intellectual Disability
4209284,Bardet-Biedl syndrome,Intellectual Disability
36713523,Biemond syndrome type 2,Intellectual Disability
36717046,Blepharonasofacial malformation syndrome,Intellectual Disability
37312299,Blepharophimosis and mental retardation syndrome,Intellectual Disability
36680587,"Blepharophimosis, intellectual disability syndrome, Verloes type",Intellectual Disability
43020439,Borderline cognitive developmental delay,Intellectual Disability
4299505,Borderline intellectual disability,Intellectual Disability
4065596,Borjeson-Forssman-Lehmann syndrome,Intellectual Disability
37116293,Brachydactyly and preaxial hallux varus syndrome,Intellectual Disability
35623289,"Brachydactyly, mesomelia, intellectual disability, heart defect syndrome",Intellectual Disability
36715092,Brachymorphism with onychodysplasia and dysphalangism syndrome,Intellectual Disability
37116296,"Branchial dysplasia, intellectual disability, inguinal hernia syndrome",Intellectual Disability
36713570,BRESEK syndrome,Intellectual Disability
36714022,BSG syndrome,Intellectual Disability
37111018,Bullous dystrophy macular type,Intellectual Disability
37395832,C syndrome,Intellectual Disability
37111328,CAMOS syndrome,Intellectual Disability
36714025,Carpenter Waziri syndrome,Intellectual Disability
45766270,CASK related intellectual disability,Intellectual Disability
37111590,Caudal appendage deafness syndrome,Intellectual Disability
37111627,"Central nervous system calcification, deafness, tubular acidosis, anemia syndrome",Intellectual Disability
35622032,"Cerebellar ataxia, intellectual disability, oculomotor apraxia, cerebellar cysts syndrome",Intellectual Disability
36715139,Cerebro-facio-thoracic dysplasia,Intellectual Disability
35622041,Cerebrofacioarticular syndrome,Intellectual Disability
36715305,Cerebrooculonasal syndrome,Intellectual Disability
35621875,"Charcot-Marie-Tooth disease, deafness, intellectual disability syndrome",Intellectual Disability
45765423,Chromosome 2q37 deletion syndrome,Intellectual Disability
36714526,Chromosome Xp11.3 microdeletion syndrome,Intellectual Disability
36717040,Chudley Lowry Hoar syndrome,Intellectual Disability
36676440,CK syndrome,Intellectual Disability
36714301,Cleft palate with short stature and vertebral anomaly syndrome,Intellectual Disability
4002097,Coffin-Siris syndrome,Intellectual Disability
4137543,Cognitive developmental delay,Intellectual Disability
40480615,Cognitive disorder,Intellectual Disability
44784524,Cognitive disorder in remission,Intellectual Disability
35607999,"Cognitive impairment, coarse facies, heart defects, obesity, pulmonary involvement, short stature, skeletal dysplasia syndrome",Intellectual Disability
36715141,"Coloboma, congenital heart disease, ichthyosiform dermatosis, intellectual disability ear anomaly syndrome",Intellectual Disability
36678790,"Colobomatous microphthalmia, obesity, hypogenitalism, intellectual disability syndrome",Intellectual Disability
36714026,Congenital cataract with ataxia and deafness syndrome,Intellectual Disability
36716387,Congenital cataract with deafness and hypogonadism syndrome,Intellectual Disability
36716388,Congenital cataract with hypertrichosis and intellectual disability syndrome,Intellectual Disability
36714554,Congenital hypoplasia of ulna and intellectual disability syndrome,Intellectual Disability
37204234,"Congenital microcephaly, severe encephalopathy, progressive cerebral atrophy syndrome",Intellectual Disability
37204504,Congenital muscular dystrophy with intellectual disability,Intellectual Disability
37204238,Congenital muscular dystrophy with intellectual disability and severe epilepsy,Intellectual Disability
36715216,Contracture with ectodermal dysplasia and orofacial cleft syndrome,Intellectual Disability
36715217,Cooper Jabs syndrome,Intellectual Disability
37118457,"Cortical blindness, intellectual disability, polydactyly syndrome",Intellectual Disability
35622278,Craniodigital syndrome and intellectual disability syndrome,Intellectual Disability
35622011,Craniofaciofrontodigital syndrome,Intellectual Disability
35622769,"Cryptorchidism, arachnodactyly, intellectual disability syndrome",Intellectual Disability
4241107,Cutis laxa-corneal clouding-oligophrenia syndrome,Intellectual Disability
36676367,Cyclin-dependent kinase-like 5 deficiency,Intellectual Disability
36714965,Cystic fibrosis with gastritis and megaloblastic anemia syndrome,Intellectual Disability
36717424,Cystic leukoencephalopathy without megalencephaly,Intellectual Disability
36715416,Deafness and intellectual disability Martin Probst type syndrome,Intellectual Disability
36715415,"Deafness, genital anomaly, metacarpal and metatarsal synostosis syndrome",Intellectual Disability
36717441,"Dentinogenesis imperfecta, short stature, hearing loss, intellectual disability syndrome",Intellectual Disability
4333004,Developmental agnosia,Intellectual Disability
36675144,Developmental and speech delay due to SOX5 deficiency,Intellectual Disability
436077,Developmental delay,Intellectual Disability
37204024,"Developmental delay, facial dysmorphism syndrome due to MED13L deficiency",Intellectual Disability
4043545,Developmental mental disorder,Intellectual Disability
35608131,Diencephalic mesencephalic junction dysplasia,Intellectual Disability
36714286,Disorder of sex development with intellectual disability syndrome,Intellectual Disability
36676696,Distal Xq28 microduplication syndrome,Intellectual Disability
35625760,DNMT3A-related overgrowth syndrome,Intellectual Disability
36714522,DOORS syndrome,Intellectual Disability
37204735,DYRK1A-related intellectual disability syndrome due to 21q22.13q22.2 microdeletion,Intellectual Disability
37118645,"Dysmorphism, short stature, deafness, disorder of sex development syndrome",Intellectual Disability
36674712,Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation,Intellectual Disability
36676621,"Early-onset epileptic encephalopathy, cortical blindness, intellectual disability, facial dysmorphism syndrome",Intellectual Disability
36717454,Ectodermal dysplasia with blindness syndrome,Intellectual Disability
37118763,"Ectodermal dysplasia, intellectual disability, central nervous system malformation syndrome",Intellectual Disability
37116365,"Encephalopathy, intracerebral calcification, retinal degeneration syndrome",Intellectual Disability
37116355,Epilepsy telangiectasia syndrome,Intellectual Disability
37116354,"Epilepsy, microcephaly, skeletal dysplasia syndrome",Intellectual Disability
35624222,"Epiphyseal dysplasia, hearing loss, dysmorphism syndrome",Intellectual Disability
36675005,"Extrasystoles, short stature, hyperpigmentation, microcephaly syndrome",Intellectual Disability
35621977,"Facial dysmorphism, cleft palate, loose skin syndrome",Intellectual Disability
37204408,"Facial dysmorphism, developmental delay, behavioral abnormalities syndrome due to 10p11.21p12.31 microdeletion",Intellectual Disability
37116639,"Facial dysmorphism, macrocephaly, myopia, Dandy-Walker malformation syndrome",Intellectual Disability
37109597,Fallot complex with intellectual disability and growth delay syndrome,Intellectual Disability
36674473,"FBLN1-related developmental delay, central nervous system anomaly, syndactyly syndrome",Intellectual Disability
37396778,Female restricted epilepsy with intellectual disability syndrome,Intellectual Disability
36715331,Filippi syndrome,Intellectual Disability
36715332,Fine Lubinsky syndrome,Intellectual Disability
35622869,"Focal epilepsy, intellectual disability, cerebro-cerebellar malformation syndrome",Intellectual Disability
36715334,Fountain syndrome,Intellectual Disability
45765499,FOXG1 syndrome,Intellectual Disability
436803,Fragile X syndrome,Intellectual Disability
37399013,FRAXE intellectual disability syndrome,Intellectual Disability
36713856,Fried syndrome,Intellectual Disability
4100702,Gillespie syndrome,Intellectual Disability
37396271,GMS syndrome,Intellectual Disability
36717041,Goldberg Shprintzen megacolon syndrome,Intellectual Disability
35621906,"Grubben, De Cock, Borghgraef syndrome",Intellectual Disability
36715367,Hair defect with photosensitivity and intellectual disability syndrome,Intellectual Disability
36715368,Hall Riggs syndrome,Intellectual Disability
37396321,Harrod syndrome,Intellectual Disability
4121804,Hennekam syndrome,Intellectual Disability
36674996,"Hepatic fibrosis, renal cyst, intellectual disability syndrome",Intellectual Disability
35623128,HIVEP2-related intellectual disability,Intellectual Disability
36715520,Holmes Gang syndrome,Intellectual Disability
37206121,Hyperekplexia epilepsy syndrome,Intellectual Disability
4141891,Hyperphosphatasemia with intellectual disability,Intellectual Disability
36716030,Hypogonadism with mitral valve prolapse and intellectual disability syndrome,Intellectual Disability
36676626,"Hypohidrosis, enamel hypoplasia, palmoplantar keratoderma, intellectual disability syndrome",Intellectual Disability
35622315,"Hypotonia, speech impairment, severe cognitive delay syndrome",Intellectual Disability
37109617,Hypotrichosis and intellectual disability syndrome Lopes type,Intellectual Disability
35622087,"Ichthyosis, alopecia, eclabion, ectropion, intellectual disability syndrome",Intellectual Disability
37116399,"Ichthyosis, intellectual disability, dwarfism, renal impairment syndrome",Intellectual Disability
